"","mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
"21",35,2,"log_median_income native",0.443327312240502,0.419639112761374,0.359027597506918,253.602325897566,342.599849773266,194.329636505282,350.247941794979,2511.17280553717,53.2109520572558,0.627737286196881,1.09128285597325
"44",36,2,"asian pres_swing",0.399310137672679,0.373748866935346,-0.108884928492496,277.134311243474,346.404916386423,198.019560207789,354.053008408135,2709.73604419036,57.4184438511342,0.67737367453932,1.17757267947363
"14",37,2,"median_age asian",0.383397050110142,0.357158626710574,-0.551544886977254,285.641593844104,347.712243100484,199.289175082189,355.360335122197,2781.52061997044,58.9395361518559,0.695318220088563,1.20876817374602
"15",38,2,"median_age hispanic",0.309765800001371,0.280394131916323,0.210876108836552,325.005535659376,353.352526136792,204.776945906463,361.000618158505,3113.67414030039,65.9777634721557,0.778349204253773,1.35311245841172
"12",39,2,"median_age black",0.306860517713091,0.2773652205945,0.214801130454898,326.558726224304,353.562540726258,204.981588243502,361.210632747971,3126.77998514451,66.2554721507989,0.781625373642684,1.35880787840031
"45",40,2,"asian log_density",0.28592871987751,0.255542707957404,-0.0703872944829043,337.749057379509,355.050117595386,206.431715730001,362.698209617099,3221.20416411272,68.2562904334133,0.805229315882808,1.39984188747771
"55",41,2,"pres_swing log_density",0.27600804247578,0.245199874070494,0.173964464222815,343.052742532658,355.739992318938,207.104576958962,363.388084340651,3265.95673748577,69.2045832115691,0.816416462740077,1.41929005766138
"19",42,2,"median_age log_density",0.26392292171026,0.232600492846866,0.157503691373214,349.513558965107,356.567720081468,207.912182306704,364.21581210318,3320.47320162226,70.359769725656,0.83004436487992,1.44298133153519
"29",43,2,"black asian",0.250148809193903,0.218240247883005,-0.414924902014614,356.877325882685,357.49471685161,208.817014520374,365.142808873323,3382.6087752404,71.6764027433258,0.845576874738791,1.46998364937091
"18",44,2,"median_age pres_swing",0.240591989195819,0.208276754693514,0.118960482125796,361.986489529749,358.127937952432,209.435317509935,365.776029974144,3425.71997328245,72.5899153009196,0.856353714311097,1.48871852544954
"40",45,2,"native log_density",0.216072803525853,0.18271419942057,0.111124896084994,375.094671132595,359.716785842254,210.987513116653,367.364877863967,3536.32700255157,74.9336430279233,0.884003008789996,1.53678513182779
"13",46,2,"median_age native",0.200765503005464,0.166755524409952,0.105944153335657,383.278094422888,360.683697662854,211.932655138698,368.331789684566,3605.378848705,76.3968296581038,0.901264432781072,1.56679306107678
"49",47,2,"hispanic log_density",0.198232545950341,0.164114781948228,0.100479367941333,384.632236502387,360.841908536167,212.087341874142,368.490000557879,3616.80511949982,76.6389486975087,0.904120746055998,1.57175858690543
"41",48,2,"asian hispanic",0.19147457780775,0.157069240693186,-0.424220981971623,388.245108270304,361.261584231052,212.497720538594,368.909676252765,3647.29058464571,77.2849259957433,0.911741433535942,1.58500668572074
"33",49,2,"black pres_swing",0.191005786899164,0.156580501235299,0.0668821831472413,388.495728190811,361.29056631643,212.526063323226,368.938658338143,3649.40531922315,77.3297365479944,0.912270070092432,1.58592568802286
"35",50,2,"native asian",0.186086876808694,0.15145227582183,-0.391699052834249,391.125422652196,361.593659724359,212.822492036249,369.241751746071,3671.59471978776,77.7999228796635,0.917816926151899,1.59556855782739
"48",51,2,"hispanic pres_swing",0.177287263720817,0.142278211113192,0.0433058238871425,395.829776538302,362.131332878764,213.348436550599,369.779424900476,3711.29012710954,78.6410559196658,0.927739894102057,1.61281903034589
"28",52,2,"black native",0.164171242113194,0.128604060926521,0.0600953472669548,402.84172201862,362.922165974311,214.122235471368,370.570257996023,3770.45702626255,79.8947836708047,0.942530301446824,1.63853124837581
"30",53,2,"black hispanic",0.131207770311343,0.0942378881969319,0.0269596110753325,420.464296457062,364.856178392893,216.015656649537,372.504270414605,3919.15656871372,83.045679621437,0.97970187603189,1.70315175597697
"39",54,2,"native pres_swing",0.122912784435822,0.0855899241990482,0.00798638834637966,424.898872005897,365.331299874797,216.481033453632,372.97939189651,3956.57558245546,83.838576606404,0.989055796274499,1.71941297388031
"36",55,2,"native hispanic",0.0616224716032947,0.0216915129481157,-0.0276467736054737,457.665235535178,368.708595638896,219.79155545884,376.356687660608,4233.05864011609,89.6971645512014,1.05817040436224,1.83956449038559
"68",56,3,"median_age black biden_margin",0.902504589619625,0.89614619329047,0.887217036518901,10.1219408308257,257.491243316037,115.268386520147,267.051358343178,449.579163857965,9.70159640678153,0.114451133924788,0.199621325242418
"132",57,3,"black hispanic biden_margin",0.892204438662479,0.885174293357858,0.873693413613033,15.6284960280642,262.512802254864,119.524913921561,272.072917282005,497.076099732771,10.7265462698088,0.126542615483177,0.22071082859689
"139",58,3,"black biden_margin log_density",0.887496457371007,0.880159269808247,0.871591286962357,18.1454260184028,264.650213681544,121.350000694083,274.210328708684,518.785945193404,11.1950291881569,0.132069376129687,0.230350394818043
"138",59,3,"black biden_margin pres_swing",0.878143981722254,0.870196850095445,0.859013653082779,23.1453453016201,268.642986608508,124.781150666512,278.203101635649,561.912879741027,12.1256775519563,0.143048369282571,0.249499538106097
"96",60,3,"log_median_income black biden_margin",0.875731663518334,0.867627206791269,0.857855476282139,24.4349927445027,269.623139692611,125.627811475751,279.183254719751,573.036767489656,12.3657230836163,0.145880221087173,0.254438746576467
"135",61,3,"black college biden_margin",0.875340504003048,0.867210536872812,0.85619466306039,24.6441102099469,269.780277539892,125.763708704784,279.340392567033,574.840515657201,12.4046466773852,0.146339408344248,0.255239643567598
"123",62,3,"black native biden_margin",0.873979173438165,0.865760423879785,0.855715764393187,25.3718900190392,270.323337295628,126.233704271807,279.883452322769,581.117999435221,12.5401102819301,0.14793749205085,0.258026960533542
"128",63,3,"black asian biden_margin",0.872444169998413,0.864125311520049,0.687964476769767,26.1925169403447,270.928685678403,126.75823362836,280.488800705544,588.196338408003,12.6928557680755,0.149739452610558,0.261169871771101
"61",64,3,"median_age log_median_income biden_margin",0.820075575627359,0.808341374037839,0.774179214567228,54.1892479305765,288.127823028633,141.931271122042,297.687938055774,829.682873803875,17.9039622703841,0.211215628611361,0.36839428539885
"86",65,3,"median_age college biden_margin",0.808323275728344,0.795822619797584,0.768381819797397,60.4721352744291,291.291489383001,144.776720299331,300.851604410142,883.876082913857,19.0734129145414,0.225011806753683,0.392457055854761
"74",66,3,"median_age native biden_margin",0.794442538278612,0.781036616862,0.74358422624117,67.892904859587,294.787258818952,147.93923769244,304.347373846093,947.884125056924,20.4546606270276,0.241306585499021,0.42087779067958
"90",67,3,"median_age biden_margin log_density",0.79353995844705,0.780075173128379,0.754279857710229,68.3754323179792,295.006322637403,148.138044778175,304.566437664543,952.046178269535,20.5444747548573,0.242366135736072,0.422725818001179
"89",68,3,"median_age biden_margin pres_swing",0.779848834391606,0.765491149678015,0.732740327760293,75.6948328430013,298.216699462223,151.059819192245,307.776814489364,1015.17985893315,21.9068543727581,0.258438324844636,0.450758320427121
"79",69,3,"median_age asian biden_margin",0.779285088029278,0.764890637248579,0.703575847101387,75.9962168202184,298.344572006351,151.176512233483,307.904687033491,1017.77945431117,21.962951779413,0.259100114052587,0.451912588053766
"83",70,3,"median_age hispanic biden_margin",0.774735693626336,0.760044543210663,0.730822780934964,78.4283648050425,299.364698511544,152.108303674842,308.924813538684,1038.75801036581,22.4156539960653,0.264440707482127,0.461227448478709
"117",71,3,"log_median_income biden_margin pres_swing",0.774593835605322,0.759893433579582,0.726913395687672,78.5042034045092,299.39617561841,152.13707905883,308.956290645551,1039.41215818903,22.4297700376469,0.264607236463318,0.461517902009195
"118",72,3,"log_median_income biden_margin log_density",0.773953648983837,0.759211495656696,0.72650101579773,78.8464530455492,299.537981684109,152.266731410131,309.098096711249,1042.36424141918,22.4934738797297,0.265358759888539,0.462828680652873
"102",73,3,"log_median_income native biden_margin",0.773499418380561,0.758727641318424,0.718386237078189,79.0892888932584,299.638353761137,152.358518421367,309.198468788278,1044.45882837483,22.5386735662728,0.265891987118471,0.463758715355407
"111",74,3,"log_median_income hispanic biden_margin",0.773374211132514,0.758594268380287,0.71077219009017,79.1562258367396,299.665985622664,152.383789404178,309.226100649804,1045.03619473153,22.551132718791,0.266038969540092,0.464015076518334
"114",75,3,"log_median_income college biden_margin",0.772973987039779,0.758167942716286,0.731263235700023,79.3701893084481,299.754208395054,152.464481719486,309.314323422194,1046.88174225285,22.5909583126815,0.266508797822868,0.464834533182746
"150",76,3,"native college biden_margin",0.771523178638179,0.756622516375452,0.725948528317468,80.1458047899359,300.072716469714,152.755895625431,309.632831496854,1053.57183387424,22.7353256990125,0.268211920729094,0.467805055535236
"172",77,3,"college biden_margin pres_swing",0.77105057634814,0.756119092196931,0.725113072798595,80.3984623099347,300.176034209645,152.850455711027,309.736149236786,1055.75113792111,22.7823535197171,0.268766714721749,0.468772706167018
"173",78,3,"college biden_margin log_density",0.770662443865687,0.755705646726493,0.729141239253142,80.6059614958551,300.260726245939,152.927980247837,309.82084127308,1057.5409275763,22.8209758987852,0.269222348505498,0.469567405324798
"166",79,3,"hispanic college biden_margin",0.770097396783787,0.755103748747947,0.713607159853691,80.9080408496888,300.383765870313,153.040625222578,309.943880897453,1060.14652094352,22.8772027377517,0.26988566464512,0.47072433616773
"107",80,3,"log_median_income asian biden_margin",0.769702347952468,0.754682935862412,0.389501798098094,81.1192375791649,300.469608701523,153.119228629349,310.029723728664,1061.96820385735,22.9165133505023,0.270349417621015,0.471533196512392
"160",81,3,"asian college biden_margin",0.766333102912868,0.751093957450663,0.389937662693321,82.9204668874315,301.195807346013,153.784602442998,310.755922373154,1077.504754366,23.2517809845604,0.274304618319677,0.478431707501243
"163",82,3,"asian biden_margin pres_swing",0.765853612091778,0.750583195489068,0.632691368011569,83.1768070793263,301.298303577817,153.878573790442,310.858418604958,1079.71582339563,23.2994942708456,0.274867498848783,0.479413462363078
"147",83,3,"native hispanic biden_margin",0.762336199656369,0.74683638659048,0.707332155808941,85.0572480367079,302.043831692747,154.562537819723,311.603946719888,1095.93561605546,23.6495057812479,0.278996635186001,0.486615345293167
"170",84,3,"hispanic biden_margin log_density",0.76098510770714,0.74539717994891,0.719017006225069,85.7795541879408,302.327271164288,154.822775067509,311.887386191429,1102.16588665445,23.7839505591993,0.28058269964814,0.489381698748957
"153",85,3,"native biden_margin pres_swing",0.760471645650867,0.744850231236793,0.71271863668504,86.0540557138231,302.434568102845,154.921317851949,311.994683129986,1104.53360674539,23.8350442632078,0.28118545945333,0.490433009531024
"175",86,3,"biden_margin pres_swing log_density",0.760080140956323,0.744433193627388,0.717316711023941,86.263357715265,302.516225468672,154.996323644319,312.076340495813,1106.33894663301,23.8740022051561,0.281645051920838,0.491234613274817
"169",87,3,"hispanic biden_margin pres_swing",0.759346893116453,0.743652125276222,0.713597355209698,86.655358737415,302.668803424749,155.136497779727,312.22891845189,1109.72016170214,23.9469664050175,0.282505821124164,0.492735934259619
"157",88,3,"asian hispanic biden_margin",0.75329853095831,0.737209304716461,0.583751009640748,89.8888686359856,303.9099270367,156.277914012157,313.470042063841,1137.610885903,24.5488282603748,0.289606072353288,0.50511992305298
"154",89,3,"native biden_margin log_density",0.752251137368932,0.736093602849515,0.703857259116928,90.4488148578553,304.12175724267,156.472936755778,313.681872269811,1142.44071668483,24.6530525499444,0.290835621349514,0.507264455760173
"164",90,3,"asian biden_margin log_density",0.751770234327981,0.735581336566762,0.538609133149107,90.7059100354442,304.218717709152,156.562224297862,313.778832736293,1144.65829786331,24.7009063637384,0.291400159701936,0.508249102134534
"143",91,3,"native asian biden_margin",0.751439569479314,0.735229106619269,0.505391475242218,90.8826864971238,304.28527797947,156.623524720883,313.845393006611,1146.18308785702,24.7338102398814,0.291788331480805,0.508926136623075
"78",92,3,"median_age asian college",0.737696960248234,0.720590240264424,0.697273199253037,98.2296114693754,306.976001904435,159.106578137878,316.536116931576,1209.5541813601,26.1013130568436,0.307920959708595,0.537064054667564
"67",93,3,"median_age black college",0.730027661841346,0.712420770222304,0.692756351842536,102.329688757303,308.416953246617,160.44022257613,317.977068273758,1244.91950524246,26.8644714206734,0.316924049142767,0.552766901659946
"60",94,3,"median_age log_median_income college",0.712417845994339,0.693662488124405,0.652948956528898,111.74405786492,311.576406746382,163.37361261729,321.136521773523,1326.12339220804,28.6167931502694,0.337596441658819,0.588822904326531
"59",95,3,"median_age log_median_income hispanic",0.711015314966457,0.69216848768166,0.620741669292914,112.493863819513,311.819662809572,163.599976482206,321.379777836713,1332.59086308016,28.7563565402528,0.339242891126334,0.591694579017546
"82",96,3,"median_age hispanic college",0.705619227301821,0.686420481256288,0.64239238530418,115.378661789764,312.744681852008,164.461416433041,322.304796879149,1357.47376342291,29.2933117106927,0.345577428819601,0.602743039314664
"73",97,3,"median_age native college",0.698298080411872,0.67862186826482,0.651229124016163,119.292614082728,313.9729535582,165.606852848454,323.533068585341,1391.23366129322,30.0218261308478,0.354171818646933,0.617733047959832
"137",98,3,"black college log_density",0.682485943636082,0.661778505177566,0.624508049122899,127.745927466622,316.527082590591,167.99439510679,326.087197617732,1464.14793697792,31.5952639852971,0.372733892253295,0.650108312454672
"88",99,3,"median_age college log_density",0.673560607718531,0.652271082134957,0.622360871652898,132.517493930877,317.91319326957,169.293221347792,327.473308296711,1505.30520831314,32.4834084274734,0.383211460504333,0.668382889454186
"87",100,3,"median_age college pres_swing",0.673078339977286,0.651757362149718,0.614007978725035,132.775318689763,317.987006642303,169.362446983505,327.547121669444,1507.52908251418,32.5313980401876,0.383777600896229,0.669370330045013
"56",101,3,"median_age log_median_income black",0.67278808270764,0.651448175058138,0.605612945609407,132.930492888991,318.031379427735,169.404064772898,327.591494454876,1508.86754162812,32.5602810293791,0.384118337691031,0.669964630234139
"58",102,3,"median_age log_median_income asian",0.670697684590563,0.649221446629078,0.490387290960105,134.048038900091,318.349789155572,169.702769283288,327.909904182712,1518.50696397569,32.7682928607285,0.38657228330673,0.674244709068488
"98",103,3,"log_median_income black log_density",0.646932678545209,0.623906548885114,0.5829161674667,146.753029156633,321.833915676662,172.978479071712,331.394030703803,1628.09418972576,35.1331067156293,0.414470333881712,0.722903430362743
"57",104,3,"median_age log_median_income native",0.636867886736973,0.613185357611123,0.537119093743312,152.133759193634,323.23931394407,174.303444667069,332.799428971211,1674.50581739005,36.1346364046765,0.426285524265293,0.743511037133261
"63",105,3,"median_age log_median_income log_density",0.635332659117809,0.611550006451579,0.548129317562667,152.95450596331,323.450255280654,174.50248924349,333.010370307795,1681.58519011808,36.28740419852,0.428087747992137,0.746654407376954
"161",106,3,"asian college pres_swing",0.635312587123916,0.611528625414606,0.582736909189067,152.965236635389,323.453007301368,174.50508635498,333.013122328508,1681.67774781076,36.2894015272462,0.428111310767577,0.746695504675847
"62",107,3,"median_age log_median_income pres_swing",0.632763016106813,0.608812778026823,0.545173144284164,154.328260691383,323.801346739231,174.833880312507,333.361461766372,1693.4345474549,36.5431048443752,0.431104285439828,0.751915737538585
"127",108,3,"black asian college",0.629373971091912,0.605202708337036,0.561631201922285,156.140075248094,324.260655416904,175.267605108226,333.820770444045,1709.06240130086,36.8803427390691,0.435082729587756,0.758854788869734
"95",109,3,"log_median_income black college",0.598257262251514,0.572056648920091,0.518943357218801,172.775353264788,328.291574517852,179.082944862928,337.851689544993,1852.55042692072,39.9767115783722,0.471611039965614,0.822566081859511
"162",110,3,"asian college log_density",0.59656593622389,0.5702550190211,0.483306965747377,173.679551675704,328.501631304388,179.282196837022,338.061746331529,1860.3496139629,40.1450124496469,0.473596509650216,0.826029062749936
"106",111,3,"log_median_income asian college",0.594608281447682,0.568169691107314,0.453644026837049,174.726131878962,328.743668420632,179.511835613133,338.303783447772,1869.37691887885,40.3398152251671,0.475894626126634,0.830037350312079
"136",112,3,"black college pres_swing",0.591720344482741,0.565093410427267,0.510081789962384,176.270049474904,329.098596612012,179.848681836136,338.658711639153,1882.69402048299,40.6271887412411,0.479284812998522,0.835950385622245
"122",113,3,"black native college",0.588440536784351,0.561599702226809,0.531971661090217,178.023464760044,329.498653784296,180.228498584796,339.058768811437,1897.81814988461,40.9535566231494,0.483135022035761,0.842665774138877
"156",114,3,"asian hispanic college",0.586690568789888,0.559735605884881,0.355539151061129,178.959013704424,329.710805149406,180.429976567158,339.270920176547,1905.88775177315,41.127692853161,0.485189332290132,0.846248824139115
"142",115,3,"native asian college",0.585783704796062,0.558769598587109,0.476001389718267,179.443831515267,329.820392601241,180.53406691864,339.380507628382,1910.06956048073,41.2179332904249,0.486253911761145,0.848105623259771
"131",116,3,"black hispanic college",0.584945897607295,0.557877151799075,0.495843127352384,179.891730924584,329.921422069584,180.630038365764,339.481537096724,1913.93292855036,41.3013020067614,0.487237424547958,0.849821028945707
"140",117,3,"black pres_swing log_density",0.582942806177574,0.555743423971763,0.497515108133329,180.962601979656,330.162146514501,180.858748765485,339.722261541642,1923.16975484395,41.5006261035699,0.489588879704587,0.853922347810079
"116",118,3,"log_median_income college log_density",0.575066215468762,0.547353142564551,0.494053158277574,185.173499633931,331.097645906495,181.748061136279,340.657760933636,1959.49096269469,42.2844117589167,0.498835312275801,0.870049624669069
"152",119,3,"native college log_density",0.568273290981931,0.540117201263362,0.499177218903074,188.805059384175,331.890616624494,182.502499955827,341.450731651635,1990.81507630193,42.9603636989707,0.506809614934254,0.883958100801867
"174",120,3,"college pres_swing log_density",0.56322651746465,0.53474129034278,0.482176826143005,191.503110806575,332.471713827661,183.055716185626,342.031828854802,2014.08718941195,43.4625592344331,0.512734088193672,0.894291342272286
"110",121,3,"log_median_income hispanic college",0.562387180414439,0.533847213919728,0.432155774249045,191.951828093857,332.567705416959,183.147130820845,342.1278204441,2017.95761210936,43.5460801845849,0.513719396904789,0.896009880341254
"115",122,3,"log_median_income college pres_swing",0.560778892867146,0.532134038054134,0.447679059886358,192.811633371376,332.751125481109,183.321827803795,342.31124050825,2025.37388501835,43.706118043075,0.51560738663422,0.89930284039249
"101",123,3,"log_median_income native college",0.555430823598825,0.526437181659618,0.461178856610869,195.670760266427,333.356261637059,183.898393683664,342.9163766642,2050.03535883056,44.238294987552,0.521885554905727,0.910252983282963
"168",124,3,"hispanic college log_density",0.552026616105861,0.522810960634504,0.438191524072828,197.490680823014,333.73766910731,184.261957315016,343.297784134451,2065.73313119045,44.5770416737071,0.525881798484424,0.917223079705906
"167",125,3,"hispanic college pres_swing",0.550635986579136,0.521329637877775,0.423312857855534,198.234124125902,333.892642102324,184.409715923213,343.452757129465,2072.14572084388,44.7154207662921,0.527514276624493,0.920070386137698
"130",126,3,"black asian log_density",0.546356567401436,0.516771126145008,0.284652265520597,200.521940878507,334.366553057755,184.861693106523,343.926668084895,2091.87934408011,45.1412582242351,0.532537942615706,0.928832473749693
"151",127,3,"native college pres_swing",0.541305139670031,0.511390257474599,0.453189795331557,203.222480486477,334.920237956271,185.38999481987,344.480352983412,2115.17291909983,45.6439168923397,0.538467879517789,0.939175244698347
"70",128,3,"median_age black log_density",0.539087881397872,0.509028395402081,0.439688113154441,204.407847100323,335.161347758562,185.620132331957,344.721462785703,2125.39732983019,45.8645523540723,0.541070747924237,0.943715069013833
"125",129,3,"black native log_density",0.536700206060308,0.50648500210772,0.41324095925551,205.684320240773,335.419695505137,185.866777666792,344.979810532277,2136.40758228862,46.1021457175455,0.543873671146594,0.948603821348672
"146",130,3,"native hispanic college",0.535420587940845,0.505121930632639,0.434633945643496,206.368415826899,335.557603427031,185.99846168363,345.117718454172,2142.30826665891,46.2294782607022,0.545375831547704,0.951223832524737
"109",131,3,"log_median_income asian log_density",0.518500748009463,0.487098622879645,0.456434347744895,215.413917480052,337.346212009266,187.707776874816,346.906327036406,2220.33047774848,47.9131417033319,0.565238252336718,0.985867113237281
"108",132,3,"log_median_income asian pres_swing",0.518268392850473,0.48685111412333,0.359309961204315,215.538136679719,337.37033448845,187.730847869278,346.930449515591,2221.40193370408,47.9362629555709,0.565511017088575,0.986342859168125
"80",133,3,"median_age asian pres_swing",0.513089634074417,0.481334610209705,-0.301989126339362,218.306748632318,337.904980752423,188.242310048591,347.465095779564,2245.28266851281,48.4515921114497,0.571590429564815,0.996946339741763
"113",134,3,"log_median_income hispanic log_density",0.512633154110355,0.480848359813205,0.375196471841099,218.55078700894,337.951833946969,188.287142510839,347.51194897411,2247.38762791305,48.4970156279191,0.572126297348713,0.997880979998336
"119",135,3,"log_median_income pres_swing log_density",0.50958603217607,0.477602512535379,0.401672490190643,220.179806349886,338.263471458759,188.585384206086,347.8235864859,2261.43877684452,48.8002293596563,0.57570335353244,1.00411994567194
"134",136,3,"black hispanic log_density",0.507437075253764,0.475313406248575,0.39844302904135,221.328658435491,338.482089043984,188.794650796588,348.042204071125,2271.34823055652,49.0140682744774,0.578226042093408,1.00851992334316
"104",137,3,"log_median_income native log_density",0.504981977624835,0.47269819355689,0.401194730696258,222.64117615145,338.730686659566,189.032661294243,348.290801686707,2282.66938644373,49.2583707113017,0.58110811322302,1.01354672245477
